run_id,scenario,red_type,blue_type,seed,step,entity_id,entity_type,pos_true_x,pos_true_y,pos_rep_x,pos_rep_y,gps_err,gps_err_corr,snr,link_up,red_owned,reward_step_mean,atk_jam,atk_gps,atk_exploit,det_jam,det_gps,isolated
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,25,7,ugv,17.96,26.47,17.96,26.47,0.0,0.0,19.14,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,26,0,uav,16.03,19.56,16.03,19.56,0.0,0.0,19.09,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,26,1,uav,5.66,0.96,5.66,0.96,0.0,0.0,16.56,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,26,2,uav,21.64,18.65,21.64,18.65,0.0,0.0,20.16,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,26,3,uav,18.05,46.43,18.05,46.43,0.0,0.0,18.1,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,26,4,uav,7.88,15.0,7.88,15.0,0.0,0.0,19.84,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,26,5,uav,46.8,40.62,46.8,40.62,0.0,0.0,22.17,1,0,-8.0,0,0,0,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,26,6,ugv,56.78,24.34,56.78,24.34,0.0,0.0,19.22,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,26,7,ugv,18.42,25.07,18.42,25.07,0.0,0.0,19.19,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,27,0,uav,13.56,16.73,13.56,16.73,0.0,0.0,22.05,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,27,1,uav,5.53,0.86,5.53,0.86,0.0,0.0,20.82,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,27,2,uav,25.02,17.38,25.02,17.38,0.0,0.0,21.46,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,27,3,uav,15.7,44.64,15.7,44.64,0.0,0.0,19.47,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,27,4,uav,2.88,11.6,2.88,11.6,0.0,0.0,21.12,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,27,5,uav,51.8,38.96,51.8,38.96,0.0,0.0,18.97,1,0,-8.0,0,0,0,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,27,6,ugv,56.22,23.61,56.22,23.61,0.0,0.0,18.99,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,27,7,ugv,18.87,26.46,18.87,26.46,0.0,0.0,20.89,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,28,0,uav,11.4,13.94,11.4,13.94,0.0,0.0,19.1,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,28,1,uav,6.35,0.11,6.35,0.11,0.0,0.0,21.15,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,28,2,uav,28.61,16.38,28.61,16.38,0.0,0.0,23.59,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,28,3,uav,13.13,43.21,13.13,43.21,0.0,0.0,17.47,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,28,4,uav,7.88,9.48,7.88,9.48,0.0,0.0,18.87,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,28,5,uav,56.0,37.85,56.0,37.85,0.0,0.0,21.68,1,0,-8.0,0,0,0,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,28,6,ugv,55.66,23.32,55.66,23.32,0.0,0.0,19.78,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,28,7,ugv,19.32,26.64,19.32,26.64,0.0,0.0,21.74,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,29,0,uav,9.01,11.25,9.01,11.25,0.0,0.0,18.48,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,29,1,uav,7.2,0.02,7.2,0.02,0.0,0.0,20.5,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,29,2,uav,32.01,13.6,32.01,13.6,0.0,0.0,19.77,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,29,3,uav,10.1,41.89,10.1,41.89,0.0,0.0,20.21,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,29,4,uav,12.62,7.81,12.62,7.81,0.0,0.0,20.5,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,29,5,uav,51.19,36.65,51.19,36.65,0.0,0.0,18.17,1,0,-8.0,0,0,0,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,29,6,ugv,55.11,24.38,55.11,24.38,0.0,0.0,18.39,1,1,-8.0,0,0,1,0,0,0
gallery_red_05_SeizeControl,gallery,forced:SeizeControl,passive,0,29,7,ugv,19.77,26.4,19.77,26.4,0.0,0.0,22.1,1,1,-8.0,0,0,1,0,0,0
